hogar;agente;tipo_domicilio;forma_pago;dia;hora;duracion_minutos;valor
361;53;4;1;22;5;44;19000
144;52;1;1;3;8;23;106000
153;80;3;1;28;4;39;36000
429;93;4;3;7;7;51;5000
740;6;3;1;19;13;44;189000
965;91;4;3;16;11;19;155000
490;93;1;2;15;21;50;78000
966;26;1;3;22;23;10;39000
362;92;3;1;18;4;49;182000
80;31;4;2;30;11;22;170000
938;30;1;3;9;3;17;161000
961;50;2;3;17;8;11;50000
113;65;3;3;30;4;11;67000
461;85;3;3;28;16;33;41000
546;38;1;3;16;1;39;15000
493;28;3;3;26;10;15;53000
379;4;4;1;29;20;21;74000
950;59;3;2;8;13;29;22000
247;30;2;1;18;16;30;74000
757;81;3;1;22;12;55;25000
702;13;3;2;22;12;15;15000
553;12;4;1;5;10;31;26000
304;39;2;1;16;12;11;71000
605;47;4;1;29;17;32;1000
793;42;4;2;9;21;40;180000
443;10;4;2;30;11;24;27000
355;71;1;1;11;23;15;184000
580;88;3;2;12;19;51;16000
107;88;4;1;8;7;43;2000
910;77;1;3;11;11;49;38000
48;54;1;1;18;5;37;162000
269;83;2;2;15;23;38;123000
431;98;1;1;31;9;12;180000
153;38;4;1;19;7;30;185000
13;34;2;2;13;0;14;190000
392;48;3;2;8;23;43;41000
121;37;1;3;8;3;45;57000
580;42;2;1;12;11;33;189000
254;11;3;1;25;12;56;158000
527;86;4;2;15;3;21;6000
396;96;3;3;29;14;32;114000
784;12;4;3;19;10;58;38000
40;84;2;2;6;23;22;90000
26;65;3;2;22;5;57;46000
14;96;3;3;3;19;33;187000
951;41;4;2;4;6;50;5000
420;27;2;3;3;23;29;128000
515;43;2;3;11;17;56;162000
594;29;1;1;6;21;45;139000
304;61;1;2;31;5;16;45000
136;27;3;3;4;4;23;60000
651;57;3;1;18;18;18;7000
363;94;2;2;12;22;49;41000
498;14;2;3;11;0;43;78000
799;76;4;1;20;4;20;40000
77;43;1;3;18;6;33;55000
201;71;1;1;20;1;28;71000
966;82;2;3;5;7;14;21000
174;61;3;2;19;17;25;51000
317;13;4;1;17;13;31;165000
908;83;3;3;11;16;52;151000
553;93;3;1;21;12;46;8000
454;60;4;1;17;4;33;197000
762;75;2;1;21;22;49;191000
574;32;2;2;29;15;26;76000
645;48;1;2;27;6;52;67000
593;18;3;3;18;12;19;173000
494;29;1;2;21;0;49;121000
736;67;1;2;31;12;12;152000
264;76;4;3;29;2;34;31000
913;48;1;3;18;20;10;29000
464;51;4;2;3;7;33;194000
190;63;3;2;20;5;50;112000
419;73;4;2;2;7;10;181000
549;73;3;1;19;15;26;40000
25;76;2;2;18;21;44;151000
543;82;2;2;4;6;31;62000
713;34;3;1;11;10;58;20000
173;32;4;1;15;20;20;88000
746;8;4;3;29;7;45;52000
751;74;1;1;6;2;17;6000
477;76;2;2;24;20;31;60000
350;3;2;1;29;3;10;164000
314;3;1;1;17;20;43;118000
637;65;1;2;4;19;52;195000
1;28;1;2;27;12;58;167000
929;71;2;3;5;1;57;45000
95;82;3;1;17;10;52;140000
223;94;3;3;21;20;50;122000
69;25;1;1;22;14;55;125000
405;57;4;2;30;12;20;115000
358;93;2;3;6;8;21;103000
427;71;1;3;12;0;54;174000
818;95;1;3;17;4;41;3000
227;22;4;3;23;8;21;103000
611;63;1;2;9;0;25;32000
139;23;4;3;18;13;59;57000
338;90;2;1;10;3;55;200000
563;83;1;1;12;1;59;101000
424;100;4;2;11;21;35;187000
709;48;3;2;6;9;19;73000
372;2;4;2;11;19;19;102000
389;33;2;1;14;0;34;91000
547;50;3;3;4;10;16;3000
652;92;2;3;22;19;28;197000
212;39;2;3;12;2;44;190000
657;73;1;1;12;15;23;165000
672;86;2;2;25;5;44;94000
240;43;2;1;16;2;30;168000
673;9;3;1;7;23;33;112000
113;67;1;1;21;21;30;161000
287;10;1;2;6;5;19;114000
166;24;1;1;7;8;51;159000
896;32;1;1;26;4;39;197000
957;48;1;2;20;21;52;180000
130;17;3;1;31;13;40;11000
421;23;1;3;11;8;47;84000
352;33;4;2;18;12;32;38000
72;17;4;3;19;9;27;15000
502;70;1;3;3;10;36;149000
130;16;2;2;7;2;41;119000
980;8;1;2;10;15;22;11000
174;4;4;2;3;12;35;153000
888;61;1;3;25;19;24;162000
142;87;3;1;8;12;23;102000
407;83;2;2;30;17;14;135000
578;57;1;3;26;20;59;49000
751;65;1;3;3;23;36;163000
226;95;4;1;24;14;51;69000
726;92;1;3;15;14;31;119000
77;53;2;3;21;14;50;177000
404;53;2;2;3;10;31;186000
498;86;3;1;13;11;17;56000
649;45;1;1;19;2;51;115000
278;22;2;2;6;2;39;145000
187;94;3;1;28;23;49;86000
687;86;4;2;19;20;55;73000
569;27;4;1;25;20;33;89000
891;86;3;2;23;12;41;127000
371;15;1;3;22;19;56;54000
224;6;2;3;16;18;50;115000
701;85;3;3;18;10;38;26000
670;19;1;3;13;1;26;68000
530;95;3;2;9;8;26;197000
457;35;3;2;19;18;17;196000
506;94;2;1;11;14;29;16000
999;55;2;2;24;17;10;21000
845;26;4;1;20;4;54;74000
772;20;2;1;16;17;56;59000
435;32;1;2;25;21;50;53000
262;14;1;2;13;13;40;60000
222;28;2;1;15;7;38;34000
428;34;3;1;16;11;23;132000
568;12;1;1;5;12;47;51000
936;74;2;2;26;20;29;60000
45;56;2;2;9;13;49;83000
796;54;1;3;13;15;35;193000
172;41;2;1;23;2;10;200000
943;30;1;2;31;10;50;170000
888;25;2;3;13;8;47;189000
122;52;2;2;24;6;47;121000
620;87;1;2;24;3;41;108000
370;32;4;1;20;3;49;31000
679;24;4;1;17;6;18;112000
190;12;1;2;12;5;21;24000
468;14;4;1;14;19;50;130000
208;17;4;1;23;21;36;71000
774;10;3;2;27;8;49;70000
752;62;3;1;9;14;28;108000
764;90;1;1;5;12;47;149000
246;100;4;1;6;21;24;161000
951;67;2;2;15;16;52;57000
906;38;3;2;15;21;56;82000
529;29;1;2;3;7;28;9000
723;63;1;3;24;23;46;68000
682;14;2;1;16;12;28;142000
727;100;2;3;29;14;34;11000
66;85;2;2;30;0;49;79000
177;1;2;1;24;18;15;62000
712;51;4;1;6;23;35;137000
723;98;4;3;10;3;55;79000
956;99;3;2;29;22;51;167000
831;8;2;1;21;5;36;54000
869;53;1;3;10;17;15;103000
108;70;1;2;10;10;34;168000
390;97;3;3;28;15;55;81000
399;99;4;1;21;16;19;134000
794;7;1;2;4;18;37;192000
567;28;3;1;24;7;35;14000
640;96;3;2;19;17;37;171000
470;66;3;1;21;18;17;183000
181;9;4;2;13;7;37;96000
772;42;3;1;13;0;40;14000
207;50;4;3;18;2;48;200000
619;49;1;2;31;15;40;52000
931;40;4;3;13;0;54;114000
434;38;4;3;23;15;24;106000
339;72;4;1;2;10;42;150000
97;48;4;2;1;17;27;99000
332;59;3;3;27;9;28;195000
747;13;2;3;10;13;26;135000
766;25;1;2;29;6;32;68000
120;29;1;2;4;3;25;45000
794;9;4;3;6;10;42;112000
400;74;4;3;21;2;51;46000
223;64;4;2;15;15;22;101000
942;55;1;2;6;11;21;52000
961;35;1;3;24;14;45;122000
764;73;2;3;10;22;49;193000
854;32;4;3;2;20;33;22000
199;9;4;1;5;19;51;145000
753;61;1;2;30;1;28;92000
545;85;4;2;18;15;17;28000
571;41;4;1;22;9;35;31000
14;81;4;2;17;1;43;115000
58;30;2;2;17;5;19;27000
992;24;4;3;10;16;22;98000
86;28;3;1;25;20;22;53000
765;23;4;2;11;12;58;140000
927;60;2;1;26;5;55;163000
45;26;1;1;6;0;10;26000
570;51;4;2;2;7;36;126000
504;97;3;3;20;8;39;177000
211;54;4;3;15;11;38;40000
607;22;2;2;16;3;13;182000
846;81;2;3;5;9;12;194000
746;2;1;1;18;5;24;57000
381;35;4;3;7;3;10;35000
620;84;2;2;18;20;38;107000
887;69;3;3;6;23;50;40000
956;93;2;2;12;19;11;18000
196;32;2;3;19;2;20;79000
418;1;1;3;20;12;11;75000
606;61;1;3;11;6;41;169000
462;63;1;2;7;20;21;57000
498;56;1;3;29;10;49;158000
907;14;2;2;14;17;33;75000
872;51;2;3;16;2;46;6000
775;36;1;1;23;10;31;188000
127;9;3;3;3;0;33;170000
895;84;2;1;25;10;44;178000
350;87;4;1;15;2;28;167000
100;6;3;1;11;11;36;120000
983;42;4;1;17;14;46;163000
999;6;2;3;1;19;32;137000
123;54;4;3;4;8;54;146000
167;81;1;2;7;19;33;185000
970;99;1;1;9;18;30;142000
373;69;4;2;20;10;40;65000
620;85;4;2;25;16;58;63000
603;3;2;1;28;3;52;75000
632;90;3;1;7;6;22;160000
881;96;3;3;9;4;31;78000
190;68;4;3;27;11;44;53000
591;76;2;3;1;21;39;152000
579;21;2;3;24;8;22;123000
605;38;4;3;5;0;48;186000
746;66;1;1;31;15;35;133000
541;11;4;2;9;11;37;89000
357;84;3;3;23;23;57;37000
911;30;4;3;28;7;45;200000
173;82;3;2;24;22;32;52000
330;26;4;2;28;12;13;119000
603;99;3;3;7;7;37;190000
832;38;2;2;5;4;37;13000
973;47;2;3;17;18;56;77000
239;41;4;2;31;8;51;148000
186;59;2;3;4;10;41;98000
895;52;1;2;25;19;11;128000
167;55;4;1;1;5;57;193000
20;54;2;1;5;6;36;136000
940;85;3;3;4;3;42;40000
382;47;4;3;11;15;21;170000
951;88;1;1;13;17;40;6000
228;54;1;3;5;8;59;42000
631;56;1;2;5;2;15;73000
164;51;2;3;19;2;47;90000
892;48;1;3;13;1;40;194000
310;47;2;1;6;9;38;27000
284;92;4;3;13;4;37;56000
893;91;1;2;30;8;42;182000
407;3;2;3;31;12;53;65000
333;9;2;2;10;1;50;112000
523;60;1;1;22;17;27;87000
421;77;4;3;3;5;13;41000
959;43;3;2;17;16;26;79000
501;99;2;1;29;2;11;159000
880;25;1;2;18;4;32;198000
614;31;4;2;19;7;40;34000
918;16;2;1;30;16;42;66000
558;27;2;3;26;19;36;90000
141;5;1;1;22;14;14;175000
530;71;4;1;17;19;38;55000
641;52;3;3;30;19;43;157000
399;27;4;1;23;12;28;24000
19;31;4;2;14;12;18;61000
344;51;4;3;24;0;13;66000
553;64;4;1;16;17;14;23000
443;41;4;3;25;3;26;93000
374;40;4;2;18;4;47;179000
956;51;4;2;24;10;22;124000
805;34;1;1;23;6;11;124000
796;84;3;1;26;16;53;156000
967;41;3;3;28;14;12;16000
671;12;3;1;8;8;38;39000
566;36;4;1;13;7;58;3000
279;60;4;2;2;23;21;40000
527;4;2;1;31;20;18;153000
499;89;1;2;23;8;25;18000
291;76;3;1;9;10;34;79000
404;86;4;1;14;0;31;172000
878;72;2;3;31;22;11;18000
853;38;4;3;6;16;38;1000
600;5;2;3;3;7;31;74000
379;61;2;3;3;2;20;200000
852;6;4;1;17;23;33;125000
570;72;4;1;29;14;42;23000
303;61;2;2;11;3;33;169000
195;69;1;2;27;23;12;39000
789;60;4;1;13;6;51;113000
366;55;4;3;16;4;13;161000
66;90;1;2;13;4;30;182000
752;21;4;3;10;19;23;1000
60;13;3;3;22;23;24;132000
238;32;1;3;5;4;16;98000
508;44;3;1;3;19;11;142000
737;88;3;3;21;18;22;129000
362;25;3;1;4;10;45;86000
366;64;4;3;29;6;20;195000
437;55;1;3;10;8;59;164000
326;33;1;1;29;23;39;7000
435;22;1;1;12;10;12;194000
624;52;3;1;6;0;45;193000
559;75;1;2;8;5;31;175000
955;84;2;2;21;3;51;118000
579;89;4;2;10;14;53;80000
803;5;3;2;11;11;31;37000
886;47;1;1;7;19;10;80000
371;43;1;2;10;4;59;133000
278;15;4;3;24;1;43;167000
582;79;1;2;12;5;19;15000
293;26;4;2;3;11;47;17000
97;77;3;3;31;6;42;197000
313;57;3;2;9;5;12;38000
271;13;2;2;12;16;53;98000
343;79;1;3;20;2;57;166000
530;41;3;1;18;1;34;161000
778;17;2;2;28;15;44;200000
392;46;4;1;20;1;32;37000
991;83;2;3;17;5;55;51000
250;69;3;3;22;16;53;146000
856;33;3;2;15;18;42;132000
569;2;2;2;29;17;32;4000
32;53;4;1;12;14;33;24000
616;99;1;3;20;12;45;30000
563;10;1;1;4;12;15;100000
255;50;2;2;2;5;52;65000
404;34;4;3;2;7;46;37000
623;35;1;2;20;15;36;171000
999;78;3;1;25;2;36;69000
365;1;3;1;9;0;27;157000
559;30;1;1;3;5;40;75000
328;82;4;1;28;16;32;9000
212;12;1;3;1;19;33;27000
337;22;4;3;25;1;36;96000
417;100;1;2;23;1;30;57000
952;82;4;2;6;19;44;26000
250;81;1;2;12;7;20;42000
347;14;4;3;24;10;45;17000
837;79;2;2;9;18;43;139000
726;62;4;1;13;3;48;42000
871;90;1;3;31;1;18;45000
314;14;1;1;31;16;18;70000
583;64;1;2;11;6;19;160000
103;20;1;3;25;17;32;121000
317;93;3;1;28;13;40;11000
448;41;4;3;14;16;25;153000
290;18;2;2;15;5;53;96000
625;16;4;1;23;0;17;150000
385;73;1;2;11;16;13;56000
356;100;3;3;26;4;58;189000
631;79;4;1;23;17;46;170000
655;97;2;1;9;20;17;157000
763;91;1;1;27;0;57;120000
176;10;4;3;4;14;36;135000
265;76;3;1;15;5;24;89000
801;70;3;2;29;10;50;112000
747;1;2;1;18;7;48;48000
107;36;1;3;26;16;51;158000
13;39;1;3;5;10;27;175000
481;17;2;2;5;1;57;169000
963;64;4;2;24;5;18;149000
442;18;4;1;27;6;31;187000
433;2;3;1;27;3;58;122000
625;93;4;3;31;4;38;93000
11;36;4;1;14;12;52;187000
946;44;3;1;4;5;35;106000
621;49;4;2;10;21;59;115000
912;11;1;2;7;0;37;63000
476;84;4;3;25;2;12;1000
1;34;3;3;24;4;26;199000
336;41;3;2;29;23;35;125000
253;60;3;3;29;4;51;123000
3;51;4;3;17;16;13;57000
614;72;3;1;24;0;29;110000
525;13;3;2;28;15;25;183000
130;2;3;1;10;14;18;88000
742;89;2;1;3;2;26;131000
606;53;3;1;8;4;40;149000
69;13;2;2;2;15;10;41000
590;30;3;2;21;11;47;200000
645;68;1;1;17;13;55;148000
276;99;4;3;14;21;54;114000
354;78;4;2;2;5;21;59000
365;90;3;2;2;13;51;47000
430;32;4;2;5;0;19;62000
135;85;4;3;21;6;47;173000
963;46;1;1;19;1;40;88000
689;67;3;3;21;0;56;199000
180;40;2;2;8;11;35;166000
908;66;1;2;28;21;39;129000
709;93;1;2;7;13;33;83000
962;49;1;3;4;3;34;2000
828;68;4;3;16;13;50;71000
124;67;1;3;20;0;55;199000
709;25;4;3;17;10;28;111000
635;61;4;3;17;14;29;26000
47;30;2;1;14;2;49;41000
698;3;1;2;30;18;58;164000
306;99;1;2;24;1;30;40000
111;78;2;3;11;8;46;20000
161;20;3;1;26;5;36;10000
271;35;1;3;27;2;57;32000
299;97;4;2;5;8;12;190000
545;24;3;1;24;7;51;148000
440;87;3;2;8;23;11;101000
957;81;3;1;3;16;14;53000
257;48;4;1;28;17;24;175000
190;17;3;3;11;6;51;17000
589;81;3;2;9;15;29;88000
430;94;3;1;12;16;51;92000
94;99;2;3;29;0;10;151000
749;70;2;2;7;19;24;177000
341;46;1;1;2;15;35;81000
504;30;1;2;24;9;47;152000
448;4;4;2;11;13;29;162000
678;59;1;2;14;7;46;136000
559;27;1;2;4;18;20;18000
394;48;1;2;13;8;46;8000
536;2;1;2;25;14;53;33000
94;66;3;3;9;14;32;51000
569;18;4;2;9;15;31;29000
614;94;3;1;7;23;38;177000
791;2;3;2;26;17;58;99000
201;96;4;2;14;7;38;105000
144;79;2;2;6;19;39;156000
92;27;4;1;10;15;48;54000
360;6;4;3;6;16;36;116000
706;94;3;1;1;22;47;131000
538;81;1;2;22;11;37;29000
864;64;1;1;12;8;12;149000
915;27;1;3;30;5;11;46000
414;33;1;3;24;3;29;73000
434;77;1;1;31;19;12;84000
579;30;1;1;4;23;42;188000
992;1;2;3;29;16;49;182000
588;59;3;3;27;23;44;156000
881;11;4;3;20;17;21;22000
903;47;3;1;20;11;50;151000
956;52;4;1;1;1;52;102000
236;81;1;2;23;20;16;133000
374;64;1;2;19;1;50;4000
47;42;1;2;14;8;28;167000
372;67;4;3;20;10;41;142000
775;98;3;2;28;4;43;189000
225;93;2;1;11;5;38;107000
243;90;1;1;23;9;53;34000
415;27;1;3;8;21;20;149000
572;25;3;1;5;15;39;117000
189;57;2;3;5;10;47;125000
121;31;2;2;15;21;47;153000
66;41;2;2;17;16;52;35000
92;17;1;3;10;1;59;31000
714;52;1;1;4;1;50;142000
319;51;4;1;17;2;25;79000
849;52;3;3;18;23;46;127000
635;33;4;1;8;8;38;93000
802;6;4;2;6;4;21;150000
690;13;1;2;22;18;29;180000
706;78;2;1;16;7;49;185000
388;60;3;3;23;8;16;121000
93;46;1;2;19;17;40;77000
81;13;3;1;16;18;42;19000
101;66;2;2;28;0;27;176000
700;57;2;1;9;17;16;18000
236;11;4;2;15;22;26;63000
620;48;4;3;8;15;48;161000
958;47;4;3;21;1;40;29000
689;33;3;3;9;8;43;164000
804;14;3;1;3;8;16;100000
113;65;1;2;28;6;30;119000
889;44;3;3;28;3;25;71000
484;53;1;3;6;0;23;114000
283;6;4;1;25;16;21;35000
453;41;1;2;12;6;40;74000
765;58;3;1;31;4;40;191000
18;38;2;2;19;23;57;1000
62;27;2;2;11;21;32;24000
168;46;3;1;17;13;20;113000
935;60;2;2;8;8;59;86000
94;21;3;2;12;10;53;111000
826;86;3;3;1;6;35;159000
626;76;4;1;10;2;29;83000
826;18;1;3;2;2;40;177000
102;2;1;3;1;8;52;150000
687;40;4;2;10;8;36;73000
22;24;3;2;5;19;49;144000
72;71;3;2;23;2;51;170000
922;14;2;2;3;3;26;142000
143;66;3;2;9;0;28;69000
591;56;2;3;16;0;22;6000
855;79;4;3;31;10;33;93000
575;46;2;3;13;4;30;129000
704;4;3;1;30;10;10;156000
40;82;3;3;25;17;50;92000
930;65;1;2;22;19;25;165000
588;22;2;3;26;4;25;6000
367;82;2;3;1;15;41;188000
805;41;1;2;9;13;15;90000
325;23;4;1;28;19;10;172000
217;89;1;3;28;7;39;57000
902;67;1;2;20;5;57;20000
965;19;2;3;5;13;36;27000
729;21;4;2;31;13;41;20000
815;13;1;2;31;10;47;176000
915;23;1;3;15;8;37;126000
119;6;4;3;8;3;47;158000
65;48;4;2;13;12;23;92000
402;18;2;3;23;9;10;3000
467;50;2;1;12;9;16;110000
886;16;4;3;6;10;40;34000
288;74;2;3;19;7;20;199000
744;40;2;3;6;22;35;56000
646;81;1;3;14;0;13;87000
927;15;2;2;10;23;11;84000
413;67;3;3;1;8;38;190000
63;48;3;3;24;11;50;172000
710;64;1;2;2;15;21;19000
554;67;3;1;8;7;33;126000
213;12;2;2;20;3;47;92000
519;3;1;1;14;13;20;137000
458;8;1;3;2;21;32;76000
3;64;2;1;9;7;44;125000
330;42;3;2;1;9;51;86000
696;22;1;1;30;11;14;68000
525;48;2;2;22;15;36;112000
636;60;1;3;9;17;49;39000
913;97;2;2;20;7;30;137000
970;73;4;3;10;2;38;38000
859;54;1;3;26;15;37;139000
932;3;4;3;27;20;34;41000
871;21;3;1;22;21;19;47000
314;41;4;1;30;7;19;14000
123;54;1;2;7;5;59;52000
524;85;2;2;19;18;43;161000
245;10;1;2;15;23;43;28000
640;13;2;3;27;10;18;132000
650;34;2;3;19;12;34;93000
762;48;2;3;12;19;29;34000
867;73;1;3;13;19;25;31000
518;84;2;3;13;7;43;108000
581;8;2;1;17;10;35;68000
381;94;2;3;10;0;42;131000
760;75;2;3;18;10;51;28000
892;59;4;2;4;5;22;25000
167;84;4;3;27;8;54;26000
359;58;2;1;17;4;42;143000
473;56;2;1;23;14;19;176000
587;74;3;2;16;3;21;148000
872;38;2;2;3;11;30;98000
348;53;1;1;14;5;32;171000
130;34;4;3;22;19;16;155000
958;75;1;2;1;17;43;143000
328;36;1;3;1;11;44;183000
195;80;3;2;26;5;45;175000
632;49;3;1;12;3;27;158000
778;51;4;1;8;23;14;148000
607;99;3;3;13;8;12;94000
254;16;2;2;10;7;12;74000
486;64;2;2;6;5;48;105000
318;19;1;3;9;1;48;136000
190;46;1;1;13;17;41;193000
898;21;2;3;12;6;31;76000
343;90;3;2;31;10;29;76000
799;94;3;2;18;20;28;125000
378;60;2;1;23;12;32;182000
438;71;1;1;20;6;34;198000
74;72;2;2;9;9;47;72000
989;16;2;1;15;11;34;34000
742;94;4;2;4;11;39;148000
999;85;1;2;19;20;14;119000
73;25;4;1;18;16;32;58000
420;87;4;2;8;9;53;49000
60;50;1;2;7;15;35;127000
711;92;1;2;16;21;36;68000
490;85;2;2;2;6;20;121000
969;73;4;3;22;15;16;191000
628;24;2;2;27;6;53;19000
840;73;2;1;7;16;32;123000
881;64;1;3;7;5;18;32000
221;45;4;1;31;5;14;96000
150;32;4;3;11;18;18;15000
975;64;1;2;31;13;51;87000
237;71;4;1;25;2;26;177000
89;54;3;1;21;9;27;99000
370;66;3;1;25;15;32;84000
758;41;2;2;9;4;52;104000
559;73;1;2;27;4;10;79000
937;80;2;2;24;18;25;7000
210;21;2;1;1;3;30;2000
310;10;1;1;2;1;52;122000
498;60;3;3;18;18;39;140000
928;10;3;3;31;4;38;191000
428;15;2;1;8;1;28;25000
466;30;3;3;28;8;21;25000
85;37;4;3;28;20;22;86000
357;83;3;3;1;23;51;132000
919;59;1;1;4;10;30;31000
141;33;2;2;2;15;39;97000
951;22;3;3;21;22;35;135000
973;75;2;2;5;19;35;73000
657;25;2;3;31;21;25;190000
353;22;2;2;9;4;21;68000
523;71;1;1;10;7;47;24000
684;8;3;3;21;18;43;55000
835;54;4;2;29;9;38;21000
449;50;3;3;2;6;58;80000
524;50;4;3;1;4;20;90000
610;38;4;2;22;22;45;41000
645;5;2;3;29;2;57;110000
111;60;3;3;13;0;24;162000
658;19;3;3;27;17;11;47000
558;38;4;1;9;19;25;76000
889;34;2;3;14;7;49;135000
750;96;3;2;14;10;12;103000
731;100;4;3;8;9;20;64000
168;96;1;2;16;17;45;156000
97;85;2;3;21;19;58;53000
785;9;2;2;6;10;28;74000
72;25;4;2;22;3;34;52000
198;30;4;3;20;0;52;154000
753;70;1;2;12;6;20;42000
436;83;1;3;1;9;43;99000
800;12;2;3;18;0;57;11000
479;31;3;2;5;3;35;21000
299;18;2;3;7;21;21;67000
161;88;1;2;8;10;18;10000
939;38;1;1;30;12;57;50000
746;69;2;2;2;15;37;126000
151;37;2;2;31;7;40;51000
450;7;1;1;31;19;58;3000
17;70;4;3;21;19;26;44000
339;15;1;2;15;22;19;98000
835;19;1;1;8;9;27;121000
364;41;1;3;23;12;29;46000
485;94;1;3;24;3;59;34000
388;79;3;3;21;6;40;124000
440;14;2;2;22;14;58;40000
660;87;4;2;6;1;48;70000
921;94;1;2;24;10;32;59000
298;84;1;1;26;14;25;109000
475;70;4;1;24;13;11;68000
712;7;2;1;3;14;22;14000
58;31;2;3;24;10;55;62000
800;33;1;3;29;12;54;13000
342;89;3;3;15;23;13;53000
689;53;3;1;20;19;41;114000
764;4;1;3;12;1;19;29000
920;78;2;2;6;2;47;85000
603;90;3;3;11;7;18;157000
219;35;2;1;19;23;36;128000
983;91;3;2;1;8;30;48000
416;37;2;1;9;0;27;124000
835;56;1;2;17;19;40;54000
62;10;1;1;11;16;47;142000
753;94;2;2;11;22;38;14000
935;91;1;1;23;8;50;89000
176;13;1;1;20;5;59;145000
23;57;1;3;15;6;57;180000
271;36;1;1;26;19;17;49000
461;73;1;2;20;15;21;89000
863;78;1;2;29;22;31;143000
766;88;1;1;8;5;34;99000
104;48;3;3;29;0;19;43000
893;74;1;1;5;22;44;197000
734;3;3;2;5;23;44;14000
949;50;2;2;30;14;25;168000
767;19;4;1;7;21;20;171000
986;87;2;2;4;3;41;66000
619;38;1;3;21;20;34;126000
776;5;3;2;6;12;32;121000
507;97;3;2;12;13;18;150000
73;75;2;1;10;10;36;118000
511;28;1;1;8;0;56;27000
568;2;1;3;3;20;50;33000
392;77;2;1;1;17;34;79000
877;60;2;3;2;6;59;8000
296;90;4;3;1;12;56;123000
136;84;2;1;31;4;24;116000
872;38;1;1;18;10;26;141000
385;51;3;1;2;4;24;85000
291;30;3;2;15;19;15;5000
326;93;1;3;31;14;12;96000
674;83;4;1;16;13;26;166000
203;20;3;1;4;11;21;99000
721;15;1;2;19;9;34;47000
277;53;3;2;19;15;35;80000
292;17;2;3;25;1;46;176000
154;97;2;3;9;17;23;171000
16;54;2;1;9;10;46;106000
710;25;2;3;31;7;13;131000
457;13;1;3;2;7;16;70000
284;5;4;2;1;9;21;26000
624;18;3;3;24;14;58;3000
709;47;2;1;23;23;19;186000
74;89;4;2;7;8;29;26000
75;93;1;2;18;19;42;124000
562;27;3;1;21;6;49;144000
787;56;1;3;18;15;37;164000
386;92;2;1;8;1;25;134000
842;89;2;2;12;12;52;153000
897;36;3;2;12;3;39;101000
12;35;4;1;4;10;54;145000
138;39;1;3;14;7;39;91000
890;28;2;2;16;17;11;107000
68;35;3;1;17;20;58;86000
67;95;4;3;23;2;14;129000
733;20;4;3;8;19;54;108000
561;4;2;1;30;11;58;49000
517;23;3;3;26;9;20;66000
821;30;4;1;19;3;27;18000
170;4;3;1;29;23;52;182000
158;80;2;2;2;20;24;169000
378;94;3;2;31;0;35;14000
200;62;2;1;20;8;22;1000
932;94;4;1;6;8;53;55000
219;94;4;3;25;23;29;82000
269;90;4;1;21;10;24;73000
268;86;2;1;11;13;12;96000
304;26;4;3;24;14;58;84000
992;18;3;3;6;20;53;99000
29;21;1;1;11;19;12;80000
6;66;1;2;26;15;20;168000
277;11;1;2;14;12;31;76000
636;32;1;1;9;23;55;57000
773;16;1;1;16;4;22;124000
539;94;2;1;26;15;45;49000
386;70;3;2;16;8;58;51000
793;59;1;3;11;12;51;122000
267;76;4;3;7;5;30;166000
103;43;4;3;19;15;30;22000
700;41;1;3;26;14;30;46000
218;7;1;1;25;2;43;46000
936;59;3;1;23;13;58;35000
510;8;4;2;19;14;10;119000
664;65;3;3;13;4;24;164000
935;45;1;1;17;19;32;122000
279;72;2;1;13;14;25;89000
551;27;1;3;12;4;52;16000
435;52;2;1;24;4;29;152000
528;58;1;3;23;16;55;105000
413;8;3;3;14;22;32;32000
7;91;2;2;26;13;16;22000
826;20;3;2;14;14;54;21000
756;40;2;1;9;1;12;30000
141;87;2;3;24;20;16;20000
225;54;1;1;14;6;49;188000
222;87;2;2;9;1;14;80000
191;48;2;3;21;3;55;47000
677;6;2;2;28;11;15;22000
157;40;3;3;19;21;52;163000
692;52;1;3;24;19;38;156000
465;79;2;3;8;11;40;63000
231;87;2;3;18;18;56;120000
660;42;4;1;23;12;42;125000
209;86;3;3;29;12;37;108000
694;96;2;3;23;5;36;109000
863;67;1;1;21;12;31;112000
956;67;3;3;30;19;41;61000
504;54;2;3;25;13;39;86000
578;45;3;2;14;22;56;90000
59;71;2;1;18;9;55;163000
420;76;2;2;20;15;28;84000
586;87;3;2;24;19;23;175000
963;81;1;2;27;14;42;132000
301;67;1;2;27;22;32;21000
908;33;1;1;21;5;46;23000
628;69;4;1;7;15;41;72000
805;49;3;1;7;17;50;148000
576;97;1;1;28;0;16;52000
429;45;2;3;19;17;36;4000
579;15;1;1;21;22;36;196000
115;74;4;3;17;9;55;184000
849;26;4;3;9;1;46;173000
546;4;4;3;23;0;34;167000
350;22;3;2;9;10;36;140000
658;54;4;3;20;0;54;185000
169;32;1;3;16;11;10;176000
628;75;2;1;21;7;45;154000
120;68;1;1;17;21;45;87000
219;29;3;1;2;23;55;159000
704;47;3;2;6;1;12;103000
567;99;3;3;8;22;27;144000
739;23;4;1;5;7;12;148000
505;38;2;3;23;0;55;80000
108;96;1;3;27;20;53;189000
716;66;4;1;18;14;34;173000
334;97;2;3;11;8;22;147000
459;86;1;2;31;17;49;199000
764;69;4;3;13;22;12;55000
12;20;4;2;1;11;27;72000
